ID,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
737,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,False
738,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
739,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,False
740,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
741,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,False
742,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,True
743,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,False
744,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,True
745,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,False
746,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,True
747,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
748,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
749,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,False
750,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,True
751,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
752,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
753,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,False
754,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,True
755,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
756,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
757,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
758,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,True
759,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
760,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,True
761,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
762,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,True
763,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,False
764,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,True
765,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,False
766,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
767,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,False
768,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
769,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
770,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
771,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
772,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,True
773,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,False
774,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,True
775,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,False
776,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
777,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,False
778,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,True
779,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
780,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,True
781,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,False
782,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,True
783,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,False
784,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,True
785,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,False
786,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,True
787,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
788,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
789,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,False
790,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,True
791,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,False
792,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
793,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,False
794,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,True
795,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,False
796,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
797,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,False
798,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,True
799,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,False
800,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,True
801,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,False
802,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,True
803,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,False
804,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,True
805,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,False
806,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
807,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,False
808,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
809,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,False
810,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,True
811,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,False
812,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,True
813,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,False
814,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,True
815,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,False
816,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
817,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,False
818,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
819,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,False
820,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
821,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,False
822,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
823,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
824,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,True
825,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,False
826,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,True
827,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,False
828,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,True
829,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,False
830,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,True
831,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,False
832,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
833,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,False
834,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,True
835,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,False
836,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
837,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,False
838,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
839,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,False
840,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
841,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
842,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,True
843,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,False
844,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,True
845,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
846,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
847,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,False
848,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
849,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,False
850,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
851,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,False
852,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,True
853,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,False
854,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,True
855,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,False
856,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
857,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
858,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,True
859,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,False
860,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,True
861,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,False
862,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,True
863,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,False
864,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,True
865,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,False
866,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
867,Never,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,False
868,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
869,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,False
870,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,True
871,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,False
872,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,True
873,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,False
874,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,True
875,Never,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,False
876,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,True
877,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,False
878,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,True
879,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,False
880,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,True
881,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,False
882,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,True
883,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,False
